318 10 64
1	63	71	7	2
2	94	71	7	2
3	142	370	7	62
4	173	1276	5	61
5	205	1213	5	61
6	213	69	7	2
7	244	69	7	2
8	276	630	7	19
9	283	732	7	19
10	362	69	7	2
11	394	69	7	52
12	449	370	7	52
13	480	1276	5	9
14	512	1213	5	9
15	528	157	7	22
16	583	630	7	48
17	591	732	7	48
18	638	654	7	48
19	638	496	7	48
20	638	314	7	22
21	638	142	7	22
22	669	142	7	22
23	677	315	7	22
24	677	496	7	48
25	677	654	7	48
26	709	654	7	48
27	709	496	7	48
28	709	315	7	22
29	701	142	7	22
30	764	220	7	22
31	811	189	7	22
32	843	173	7	22
33	858	370	7	22
34	890	1276	5	32
35	921	1213	5	32
36	992	630	7	14
37	1000	732	7	14
38	1197	1276	1	51
39	1228	1213	1	51
40	1276	205	10	42
41	1299	630	10	63
42	1307	732	10	63
43	1362	654	10	63
44	1362	496	10	42
45	1362	291	10	46
46	1425	654	10	63
47	1425	496	10	46
48	1425	291	10	46
49	1417	173	10	46
50	1488	291	10	46
51	1488	496	10	25
52	1488	654	10	25
53	1551	654	10	25
54	1551	496	10	25
55	1551	291	10	46
56	1614	291	10	46
57	1614	496	10	25
58	1614	654	10	25
59	1732	189	10	46
60	1811	1276	1	50
61	1843	1213	1	50
62	1913	630	10	57
63	1921	732	10	57
64	2087	370	9	11
65	2118	1276	8	26
66	2150	1213	8	26
67	2189	205	9	29
68	2220	189	9	29
69	2220	630	9	11
70	2228	732	9	11
71	2244	142	9	29
72	2276	315	9	29
73	2276	496	9	11
74	2276	654	9	11
75	2315	654	9	11
76	2315	496	9	11
77	2315	315	9	29
78	2331	142	9	29
79	2346	315	9	29
80	2346	496	9	11
81	2346	654	9	11
82	2362	142	9	29
83	2402	157	9	29
84	2402	220	9	29
85	2480	142	9	29
86	2496	370	9	29
87	2528	1276	8	40
88	2559	1213	8	40
89	2630	630	9	58
90	2638	732	9	58
91	2756	69	9	29
92	2787	69	9	3
93	2803	370	9	27
94	2835	1276	8	10
95	2866	1213	8	10
96	2906	69	9	3
97	2937	69	9	3
98	2937	630	9	27
99	2945	732	9	27
100	3016	1276	8	10
101	3055	69	9	3
102	3087	69	9	3
103	606	220	7	22
104	1165	370	10	42
105	1780	370	10	46
106	63	1402	5	61
107	94	1402	5	61
108	142	1701	5	43
109	173	2607	2	33
110	205	2544	2	33
111	213	1400	5	61
112	244	1400	5	9
113	276	1961	5	20
114	283	2063	5	20
115	362	1400	5	9
116	394	1400	5	9
117	449	1701	5	34
118	480	2607	2	64
119	512	2544	2	64
120	528	1488	5	9
121	583	1961	5	34
122	591	2063	5	34
123	638	1985	5	34
124	638	1827	5	34
125	638	1645	5	34
126	638	1473	5	9
127	669	1473	5	9
128	677	1646	5	34
129	677	1827	5	34
130	677	1985	5	34
131	709	1985	5	34
132	709	1827	5	34
133	709	1646	5	34
134	701	1473	5	32
135	764	1551	5	34
136	811	1520	5	32
137	843	1504	5	32
138	858	1701	5	34
139	890	2607	2	13
140	921	2544	2	13
141	992	1961	1	45
142	1000	2063	1	45
143	1197	2607	4	13
144	1228	2544	4	13
145	1276	1536	1	55
146	1299	1961	1	41
147	1307	2063	1	41
148	1362	1985	1	41
149	1362	1827	1	41
150	1362	1622	1	55
151	1425	1985	1	41
152	1425	1827	1	41
153	1425	1622	1	55
154	1417	1504	1	55
155	1488	1622	1	55
156	1488	1827	1	41
157	1488	1985	1	41
158	1551	1985	1	41
159	1551	1827	1	41
160	1551	1622	1	55
161	1614	1622	1	5
162	1614	1827	1	41
163	1614	1985	1	41
164	1732	1520	1	5
165	1811	2607	3	15
166	1843	2544	3	15
167	1913	1961	1	5
168	1921	2063	1	35
169	2087	1701	8	54
170	2118	2607	3	15
171	2150	2544	3	15
172	2189	1536	8	54
173	2220	1520	8	54
174	2220	1961	8	35
175	2228	2063	8	35
176	2244	1473	8	54
177	2276	1646	8	54
178	2276	1827	8	35
179	2276	1985	8	35
180	2315	1985	8	35
181	2315	1827	8	21
182	2315	1646	8	54
183	2331	1473	8	54
184	2346	1646	8	21
185	2346	1827	8	21
186	2346	1985	8	35
187	2362	1473	8	54
188	2402	1488	8	54
189	2402	1551	8	21
190	2480	1473	8	21
191	2496	1701	8	21
192	2528	2607	3	28
193	2559	2544	3	8
194	2630	1961	8	59
195	2638	2063	8	59
196	2756	1400	8	40
197	2787	1400	8	10
198	2803	1701	8	31
199	2835	2607	3	8
200	2866	2544	3	8
201	2906	1400	8	10
202	2937	1400	8	10
203	2937	1961	8	31
204	2945	2063	8	31
205	3016	2607	3	8
206	3055	1400	8	10
207	3087	1400	8	10
208	606	1551	5	9
209	1165	1701	1	24
210	1780	1701	1	5
211	63	2733	2	33
212	94	2733	2	33
213	142	3032	2	4
214	173	3938	2	12
215	205	3875	2	12
216	213	2731	2	33
217	244	2731	2	33
218	276	3292	2	44
219	283	3394	2	44
220	362	2731	2	64
221	394	2731	2	64
222	449	3032	2	36
223	480	3938	2	12
224	512	3875	2	12
225	528	2819	2	36
226	583	3292	2	23
227	591	3394	2	23
228	638	3316	2	23
229	638	3158	2	23
230	638	2976	2	36
231	638	2804	2	36
232	669	2804	2	36
233	677	2977	2	36
234	677	3158	2	23
235	677	3316	2	23
236	709	3316	2	23
237	709	3158	2	23
238	709	2977	2	36
239	701	2804	2	36
240	764	2882	2	36
241	811	2851	2	36
242	843	2835	2	36
243	858	3032	2	36
244	890	3938	4	18
245	921	3875	4	18
246	992	3292	4	23
247	1000	3394	4	23
248	1197	3938	4	18
249	1228	3875	4	18
250	1276	2867	4	30
251	1299	3292	4	56
252	1307	3394	4	56
253	1362	3316	4	56
254	1362	3158	4	30
255	1362	2953	4	47
256	1425	3316	4	56
257	1425	3158	4	47
258	1425	2953	4	47
259	1417	2835	4	47
260	1488	2953	4	47
261	1488	3158	4	6
262	1488	3316	4	6
263	1551	3316	4	6
264	1551	3158	4	6
265	1551	2953	4	47
266	1614	2953	4	47
267	1614	3158	4	6
268	1614	3316	4	6
269	1732	2851	4	47
270	1811	3938	6	38
271	1843	3875	6	38
272	1913	3292	6	6
273	1921	3394	6	39
274	2087	3032	3	49
275	2118	3938	6	16
276	2150	3875	6	16
277	2189	2867	3	28
278	2220	2851	3	28
279	2220	3292	6	39
280	2228	3394	6	39
281	2244	2804	3	28
282	2276	2977	3	28
283	2276	3158	6	49
284	2276	3316	6	39
285	2315	3316	6	39
286	2315	3158	6	39
287	2315	2977	3	28
288	2331	2804	3	28
289	2346	2977	3	28
290	2346	3158	6	39
291	2346	3316	6	39
292	2362	2804	3	28
293	2402	2819	3	28
294	2402	2882	3	28
295	2480	2804	3	28
296	2496	3032	3	28
297	2528	3938	6	37
298	2559	3875	6	37
299	2630	3292	6	17
300	2638	3394	6	17
301	2756	2731	3	8
302	2787	2731	3	8
303	2803	3032	3	60
304	2835	3938	6	1
305	2866	3875	6	1
306	2906	2731	3	8
307	2937	2731	3	8
308	2937	3292	6	53
309	2945	3394	6	53
310	3016	3938	6	1
311	3055	2731	3	8
312	3087	2731	3	8
313	606	2882	2	36
314	1165	3032	4	30
315	1780	3032	4	47
316	1417	-79	10	7
317	1496	-79	10	7
318	1693	4055	6	38
